133.11,248.63,1,1
132.84,243.96,1,2
131.64,238.42,1,3
130.25,233.57,1,4
128.56,228.06,1,5
126.41,223.38,1,6
124.84,218.3,1,7
122.21,213.46,1,8
120.4,208.21,1,9
117.5,203.16,1,10
114.84,198.34,1,11
110.64,193.79,1,12
107.8,188.37,1,13
103.02,184.54,1,14
100.6,180.88,1,15
96.16,177.75,1,16
93.78,173.44,1,17
88.5,169.66,1,18
84.06,166.36,1,19
79.74,163.15,1,20
74.53,160.58,1,21
69.59,158.46,1,22
64.15,155.9,1,23
59.13,153.44,1,24
54.06,152.62,1,25
49.74,150.06,1,26
44.23,150.64,1,27
47.69,149.81,1,28
52.99,149.4,1,29
57.88,147.25,1,30
62.95,147.12,1,31
67.97,145.68,1,32
72.14,143.9,1,33
78,142.77,1,34
82.54,139.2,1,35
87.55,137.24,1,36
92.91,134.86,1,37
97.86,132.29,1,38
101.11,129.42,1,39
106.67,125.71,1,40
110.96,122.95,1,41
115.45,117.18,1,42
120.29,113.4,1,43
124.25,108.29,1,44
127.57,103.09,1,45
130.7,99.28,1,46
134.56,94.59,1,47
136.07,89.3,1,48
139.79,84.52,1,49
140.76,79.83,1,50
142.44,74.54,1,51
143.33,69.56,1,52
144.14,72.45,1,53
145.46,77.83,1,54
146.72,82.06,1,55
148.92,87.66,1,56
150.78,92.44,1,57
152.72,97.01,1,58
154.03,102.33,1,59
156.55,107.16,1,60
159.04,111.88,1,61
162.56,115.76,1,62
165.39,120.39,1,63
168.48,125.23,1,64
172.65,129.72,1,65
175.6,133.71,1,66
179.49,137.75,1,67
183.14,140.76,1,68
188.09,144.99,1,69
193.16,148.23,1,70
198.83,151.43,1,71
203.28,154.46,1,72
208.04,156.06,1,73
213.51,157.49,1,74
218.38,159.11,1,75
223.02,160.09,1,76
224.25,161.51,1,77
219.69,163.14,1,78
214.67,164.27,1,79
209.51,165.47,1,80
204.62,167.92,1,81
199.41,170.4,1,82
194.35,172.14,1,83
189.84,175.5,1,84
184.24,177.86,1,85
179.38,180.09,1,86
175.48,183.02,1,87
170.45,187.21,1,88
165.89,191.81,1,89
160.14,195,1,90
156.85,199.75,1,91
153.43,203.52,1,92
150.43,208.38,1,93
146.54,213.06,1,94
143.83,218.66,1,95
141.43,223.69,1,96
138.91,228.69,1,97
136.24,233.87,1,98
135.96,238.84,1,99
134.59,243.23,1,100
437.3,473.83,2,101
436.04,468.04,2,102
434.7,463.96,2,103
432.07,458.58,2,104
430.49,453.27,2,105
427.31,448.99,2,106
423.88,443.54,2,107
419.43,438.53,2,108
415.83,434.52,2,109
410.76,431.06,2,110
405.59,428.47,2,111
400.62,426.99,2,112
395.73,424.78,2,113
392.25,424.58,2,114
397.49,423.52,2,115
402.23,422.9,2,116
407.81,420.7,2,117
412.19,418.78,2,118
417.16,415.63,2,119
422.31,412.12,2,120
427.38,408.5,2,121
432.97,403.92,2,122
436.33,398.41,2,123
438.6,393.24,2,124
441.12,388.18,2,125
442.34,383.36,2,126
443.61,386.83,2,127
444.28,391.28,2,128
446.81,396.14,2,129
448.72,401.19,2,130
451.66,406.23,2,131
455.36,411.8,2,132
459.45,416.6,2,133
464.08,421.44,2,134
469.62,424.12,2,135
474.75,426.07,2,136
479.72,429.04,2,137
482.8,430.6,2,138
477.71,431.09,2,139
472.81,433.19,2,140
467.41,435,2,141
462.95,438.44,2,142
457.9,441.48,2,143
452.72,446.33,2,144
448.71,450.74,2,145
444.86,455.78,2,146
441.91,460.57,2,147
439.13,465.48,2,148
437,470.46,2,149
438,457,2,150
435,451,2,151
437,452,2,152
441,451,2,153
432,446,2,154
437,447,2,155
440,446,2,156
445,449,2,157
430,443,2,158
435,442,2,159
438,445,2,160
441,442,2,161
445,442,2,162
448,445,2,163
452,442,2,164
424,439,2,165
428,441,2,166
432,441,2,167
438,439,2,168
