1030.0,900.0,5.0,1
1032.18,897.93,5.0,2
1034.86,897.84,5.0,3
1039.07,905.37,5.0,4
1042.11,884.93,5.0,5
1043.59,889.44,5.0,6
1048.79,875.24,5.0,7
1053.09,899.07,5.0,8
1054.26,859.0,5.0,9
1054.29,864.78,5.0,10
1059.85,853.09,5.0,11
1059.99,902.81,5.0,12
1060.16,840.04,5.0,13
1060.24,893.28,5.0,14
1061.62,918.34,5.0,15
1062.33,906.36,5.0,16
1064.04,869.36,5.0,17
1065.97,835.32,5.0,18
1069.7,911.06,5.0,19
1071.65,926.31,5.0,20
1072.3,914.72,5.0,21
1072.36,859.48,5.0,22
1073.58,894.51,5.0,23
1073.95,900.5,5.0,24
1074.33,847.31,5.0,25
1074.73,894.97,5.0,26
1077.11,902.57,5.0,27
1080.0,800.0,5.0,28
1080.74,848.12,5.0,29
1085.26,855.46,5.0,30
1088.89,905.34,5.0,31
1089.47,856.53,5.0,32
1092.31,914.57,5.0,33
1093.63,808.86,5.0,34
1093.95,935.77,5.0,35
1094.95,864.87,5.0,36
1095.06,808.92,5.0,37
1095.74,909.1,5.0,38
1096.81,838.88,5.0,39
1097.29,857.25,5.0,40
1097.66,920.39,5.0,41
1097.99,828.96,5.0,42
1098.96,835.39,5.0,43
1099.7,951.89,5.0,44
1102.35,837.16,5.0,45
1104.88,939.83,5.0,46
1105.6,819.9,5.0,47
1105.95,896.69,5.0,48
1108.8,865.97,5.0,49
1109.53,823.55,5.0,50
1109.76,919.94,5.0,51
1110.01,843.52,5.0,52
1112.81,886.99,5.0,53
1113.16,943.93,5.0,54
1113.81,902.36,5.0,55
1113.86,922.91,5.0,56
1114.4,826.29,5.0,57
1115.34,875.74,5.0,58
1115.42,846.53,5.0,59
1116.65,935.02,5.0,60
1118.29,968.65,5.0,61
1120.0,980.0,5.0,62
1120.48,903.72,5.0,63
1121.79,833.4,5.0,64
1121.83,937.42,5.0,65
1122.25,915.39,5.0,66
1122.79,889.38,5.0,67
1122.84,842.13,5.0,68
1123.82,831.51,5.0,69
1126.3,846.38,5.0,70
1130.96,975.71,5.0,71
1135.36,920.7,5.0,72
1135.67,947.27,5.0,73
1135.81,971.07,5.0,74
