664159	550946	8
582015	546191	8
627968	574625	8
627912	593892	8
597551	556737	8
612485	518009	8
597428	569940	8
606300	566708	8
604973	574773	8
598634	619900	8
688015	533535	8
604157	574191	8
620438	511694	8
607084	595500	8
601376	579831	8
605250	573272	8
609286	586782	8
604294	574368	8
569197	559307	8
576263	547239	8
609796	532982	8
604001	573587	8
597620	586226	8
617717	613939	8
605876	550640	8
603698	573585	8
623004	508050	8
639431	588155	8
606111	617846	8
546640	560043	8
609030	552436	8
607911	576556	8
613191	571942	8
614615	574437	8
601530	577183	8
600039	557139	8
667472	570571	8
599870	591110	8
592804	584539	8
647103	573853	8
622407	583192	8
546632	599204	8
553038	606418	8
589994	610890	8
639394	576728	8
658103	572250	8
601885	573083	8
541976	512639	8
568546	564911	8
594029	586701	8
448651	847994	11
424190	780052	11
425260	773661	11
442286	755194	11
457561	788245	11
389392	730768	11
405986	787439	11
418149	790096	11
410019	732704	11
407814	765816	11
424476	781552	11
395274	786698	11
508535	830710	11
425991	787029	11
388873	746909	11
422917	781112	11
446307	796523	11
417447	782955	11
418199	851439	11
434717	808225	11
429472	860855	11
397747	792207	11
410610	765111	11
398478	822297	11
418621	840463	11
412851	774986	11
426689	788562	11
473514	788780	11
412677	786951	11
413556	758080	11
389410	788256	11
453154	776082	11
403522	785432	11
416884	786845	11
390282	789593	11
409628	833942	11
401492	790336	11
411488	837715	11
405350	762342	11
471930	844046	11
385561	718324	11
414036	742189	11
384225	784381	11
409515	756149	11
459556	818479	11
410336	767856	11
424145	743433	11
425950	788228	11
422776	808328	11
394274	837428	11
456566	743012	11
489182	773934	11
823974	725025	4
793019	764859	4
822156	732296	4
815652	733433	4
818063	797960	4
830583	710990	4
767482	727417	4
822883	728314	4
812152	689907	4
798056	714380	4
840100	728839	4
846484	719360	4
838223	766380	4
838036	749612	4
848151	741869	4
755829	751858	4
828147	808738	4
827711	732798	4
865754	723314	4
879221	655497	4
824765	761114	4
817640	730018	4
796953	726378	4
846090	651306	4
846512	683647	4
850376	739749	4
825395	715780	4
822025	749214	4
815455	755486	4
808440	729985	4
820194	734233	4
837582	763266	4
828297	715480	4
838515	768484	4
823987	687499	4
838587	700545	4
836225	709204	4
815593	689874	4
808779	732990	4
814732	734183	4
811971	664520	4
801172	715857	4
804925	735492	4
823959	737866	4
820947	730529	4
828531	731300	4
822843	763117	4
821464	700760	4
829133	735488	4
803874	675499	4
825414	734466	4
818251	731938	4
822224	742716	4
171461	348130	3
170688	343596	3
175781	341039	3
152054	345632	3
183236	338163	3
210497	359835	3
129332	360811	3
179472	342273	3
164354	347671	3
153181	277968	3
174064	357989	3
146070	316860	3
162040	316797	3
170155	343568	3
156041	295117	3
160369	353500	3
216209	437830	3
133795	360518	3
197735	355477	3
129664	341196	3
102221	374657	3
179811	342089	3
127134	379827	3
170022	347877	3
175586	365049	3
159428	300364	3
156977	424622	3
158550	354818	3
190241	329582	3
146821	297434	3
81648	360080	3
198892	322470	3
144306	328086	3
176433	350561	3
206687	342276	3
157691	334886	3
191099	341570	3
174438	319075	3
150009	371014	3
162600	392531	3
128953	304971	3
170837	353968	3
158713	379013	3
169121	347594	3
157181	346842	3
98533	355691	3
178515	370287	3
181227	347052	3
178264	330827	3
185661	404482	3
169069	348929	3
160165	362858	3
160206	303063	3
166799	318482	3
179483	359645	3
159253	343477	3
211165	825505	10
247997	878582	10
250921	819639	10
245023	849247	10
230399	842538	10
239505	885057	10
225916	843329	10
251032	876118	10
261896	897475	10
253703	834676	10
241473	860854	10
325275	866433	10
188480	870646	10
241166	845204	10
227363	836593	10
265125	820661	10
249253	856047	10
298979	774144	10
252586	806474	10
253339	750941	10
244743	830888	10
260590	827955	10
240308	844341	10
163766	859386	10
201080	823689	10
222682	806314	10
309399	838744	10
267049	950249	10
274685	883097	10
228032	893055	10
261819	863523	10
236495	861569	10
222445	891438	10
241545	838673	10
244899	812192	10
351883	890475	10
220884	916718	10
238084	844799	10
258135	880184	10
261622	869706	10
233931	838374	10
257788	880587	10
243511	830743	10
228715	837572	10
265299	859533	10
222019	839774	10
238492	833394	10
134134	842630	10
253899	862843	10
255185	825960	10
215976	836025	10
245740	814541	10
221706	875060	10
288675	919879	10
219321	848396	10
253655	821946	10
257134	845851	10
102460	533057	13
133023	574572	13
156430	615117	13
68388	574380	13
136301	569544	13
140989	537156	13
147885	527813	13
142265	546135	13
135849	550612	13
125756	579609	13
201324	574588	13
220156	589643	13
136967	565662	13
157138	565993	13
133780	533275	13
115287	602637	13
141641	557376	13
125840	520239	13
158366	537970	13
223226	546198	13
138734	557713	13
188992	563992	13
183026	545377	13
105193	596017	13
140706	547367	13
119237	591137	13
144856	551807	13
129550	560106	13
93459	514032	13
140047	540043	13
146120	576624	13
116492	509399	13
111174	539350	13
123905	508486	13
76253	529394	13
141991	539522	13
130883	557824	13
167716	562762	13
197367	535989	13
176092	531921	13
136569	532130	13
201907	516078	13
143592	606949	13
145758	562414	13
143912	595772	13
203667	577260	13
134422	544300	13
134261	519275	13
131109	568012	13
132497	593125	13
130582	565948	13
101722	535117	13
119496	543146	13
98525	579761	13
193502	557364	13
120357	560737	13
149760	577278	13
417996	408162	12
398629	401626	12
410506	395586	12
387756	435588	12
393825	453067	12
402227	414685	12
420792	430901	12
392919	405103	12
351352	362910	12
354601	358760	12
397158	370362	12
358830	431609	12
376444	371957	12
374797	407601	12
383022	409854	12
321050	422497	12
367922	415238	12
336585	420977	12
389510	370897	12
399077	403968	12
400305	466024	12
385338	440797	12
396517	394572	12
396621	381952	12
350428	392503	12
409167	449719	12
403751	385539	12
342501	336320	12
401162	412142	12
417281	410881	12
427810	400178	12
398255	405428	12
402267	410395	12
416750	435776	12
427749	457110	12
395450	407822	12
380236	460907	12
398724	404179	12
403160	392159	12
356739	417826	12
383855	390984	12
392660	395873	12
389279	424006	12
414374	439977	12
394606	401451	12
365223	422531	12
368166	429422	12
460628	434107	12
405117	364266	12
376493	366302	12
492551	434649	12
410418	409414	12
404157	406324	12
435926	408504	12
399693	395271	12
407833	402474	12
407429	399155	12
395210	357805	12
387165	404027	12
573324	878802	1
618405	842859	1
716590	874975	1
657184	855509	1
610505	851476	1
690018	819280	1
659166	861665	1
622212	860015	1
730287	897070	1
674492	861230	1
674265	861435	1
578509	923881	1
672628	882986	1
662293	872590	1
675866	868784	1
627452	835854	1
671235	856653	1
567861	856582	1
683098	847245	1
700747	821557	1
670119	859029	1
682053	853410	1
641902	755287	1
640432	837036	1
636871	929410	1
647968	877873	1
679237	862389	1
677896	867053	1
671609	815681	1
684131	898331	1
627580	840406	1
666315	872311	1
687043	806921	1
683027	876064	1
672800	874378	1
650720	817440	1
687360	862438	1
685551	798742	1
669366	869654	1
640000	863831	1
672266	862875	1
598671	854219	1
675551	956849	1
682481	879399	1
671444	860206	1
682315	843851	1
621278	888326	1
696257	894819	1
606506	766728	1
729194	856897	1
646671	857872	1
694308	904062	1
683941	915579	1
673449	860643	1
687078	791051	1
702654	841548	1
681053	892766	1
665426	853940	1
