-17.62 	-19.49 	1 
-17.59 	-16.67 	1 
-18.66 	-17.22 	1 
-18.44 	-16.64 	1 
-17.25 	-19.52 	1 
-16.49 	-21.24 	1 
-18.97 	-17.52 	1 
-17.49 	-18.74 	1 
-18.76 	-15.95 	1 
-17.63 	-17.31 	1 
-17.28 	-20.97 	1 
-17.28 	-18.04 	1 
-17.92 	-16.55 	1 
-19.37 	-16.08 	1 
-17.09 	-22.23 	1 
-16.50 	-22.29 	1 
-16.92 	-21.48 	1 
-17.39 	-19.50 	1 
-17.34 	-21.76 	1 
-16.61 	-20.41 	1 
-18.04 	-20.50 	1 
-16.69 	-20.06 	1 
-19.64 	-17.93 	1 
-16.39 	-18.78 	1 
-16.42 	-17.83 	1 
-17.05 	-16.99 	1 
-16.81 	-18.82 	1 
-17.49 	-19.92 	1 
-17.94 	-19.59 	1 
-18.08 	-17.27 	1 
-17.48 	-17.01 	1 
-17.95 	-20.43 	1 
-16.16 	-21.38 	1 
-16.51 	-21.98 	1 
-17.63 	-17.31 	1 
-18.39 	-18.19 	1 
-17.95 	-20.97 	1 
-17.63 	-17.31 	1 
-19.00 	-16.18 	1 
-17.51 	-19.09 	1 
-17.97 	-19.16 	1 
-18.37 	-15.30 	1 
-19.26 	-16.67 	1 
-16.28 	-19.20 	1 
-15.85 	-20.37 	1 
-17.93 	-16.51 	1 
-16.50 	-20.46 	1 
-18.72 	-16.96 	1 
-17.15 	-20.68 	1 
-17.85 	-18.43 	1 
12.26 	9.15 	2 
11.10 	8.09 	2 
12.00 	9.49 	2 
10.59 	3.14 	2 
11.16 	8.37 	2 
10.88 	5.35 	2 
10.55 	8.61 	2 
10.15 	1.69 	2 
11.65 	8.35 	2 
11.05 	3.11 	2 
10.39 	1.81 	2 
10.39 	5.68 	2 
9.02 	3.78 	2 
10.06 	7.62 	2 
9.59 	3.19 	2 
11.96 	8.29 	2 
11.22 	5.47 	2 
9.82 	4.21 	2 
8.46 	7.13 	2 
10.08 	3.32 	2 
10.00 	9.37 	2 
9.69 	5.10 	2 
8.53 	8.90 	2 
9.98 	7.25 	2 
11.28 	7.32 	2 
11.71 	8.05 	2 
11.81 	9.15 	2 
8.08 	11.33 	2 
10.32 	6.87 	2 
9.55 	2.74 	2 
10.19 	2.88 	2 
10.02 	2.66 	2 
9.86 	3.92 	2 
8.82 	10.04 	2 
11.54 	5.06 	2 
10.26 	8.12 	2 
11.73 	8.92 	2 
8.64 	6.84 	2 
10.67 	4.57 	2 
10.58 	3.44 	2 
11.14 	4.18 	2 
10.35 	7.42 	2 
9.91 	3.97 	2 
10.14 	1.74 	2 
10.73 	4.20 	2 
10.49 	4.88 	2 
10.54 	4.82 	2 
10.72 	6.70 	2 
9.98 	1.60 	2 
10.35 	4.40 	2 
7.25 	15.11 	3 
9.48 	10.75 	3 
5.44 	14.90 	3 
7.88 	12.78 	3 
7.06 	14.16 	3 
4.70 	16.11 	3 
12.14 	3.85 	3 
4.72 	15.43 	3 
8.24 	13.61 	3 
5.80 	15.77 	3 
6.92 	12.33 	3 
7.89 	12.03 	3 
6.37 	13.69 	3 
9.75 	10.97 	3 
9.77 	11.56 	3 
6.97 	13.48 	3 
7.51 	12.82 	3 
4.14 	16.21 	3 
4.83 	16.53 	3 
8.06 	8.70 	3 
6.07 	14.52 	3 
10.01 	10.81 	3 
4.72 	16.28 	3 
8.75 	9.72 	3 
6.42 	14.34 	3 
4.98 	15.01 	3 
9.21 	9.46 	3 
9.56 	9.68 	3 
7.58 	13.39 	3 
4.83 	14.70 	3 
4.78 	15.35 	3 
4.08 	16.09 	3 
7.48 	13.57 	3 
8.45 	9.74 	3 
7.51 	10.69 	3 
4.94 	15.88 	3 
7.45 	14.64 	3 
7.56 	12.80 	3 
9.75 	9.49 	3 
6.09 	13.63 	3 
6.57 	14.22 	3 
6.02 	13.05 	3 
9.48 	10.75 	3 
6.24 	14.88 	3 
6.68 	14.81 	3 
6.39 	13.09 	3 
8.35 	10.12 	3 
7.14 	12.43 	3 
7.74 	14.39 	3 
9.53 	10.29 	3 
