,tSNE_1,tSNE_2
F1S4_161216_001_A01,22.55060437,-13.49872029
F1S4_180124_314_A01,-24.96241362,-24.9178335
F1S4_180124_315_A01,27.60516572,8.187950393
F1S4_180124_315_B01,30.71412841,10.48068271
F1S4_180124_315_C01,16.47373187,21.57323833
F1S4_180124_315_D01,19.09155292,16.58797896
F1S4_180124_315_E01,-0.638156149,38.51920929
F1S4_180124_315_F01,19.7973504,18.43814545
F1S4_180124_315_G01,-30.89602796,-3.685545302
F1S4_180124_315_H01,0.291370922,-39.67536045
F1S4_180124_316_A01,2.774942077,9.789345992
F1S4_180124_316_B01,-0.204627559,31.01662076
F1S4_180124_316_C01,11.30918604,-41.83575183
F1S4_180124_316_D01,19.8352182,24.52938401
F1S4_180124_316_E01,3.543399528,27.66452049
F1S4_180124_316_F01,1.411223525,-1.819322495
F1S4_180124_316_G01,-26.0311227,17.31329436
F1S4_180124_316_H01,23.88330027,14.93360308
F1S4_180124_317_A01,-27.8529136,25.50257234
F1S4_180124_317_B01,9.35151085,28.56630071
F1S4_180124_317_C01,19.21391651,11.71769287
F1S4_180124_317_D01,-2.475484556,17.55147982
F1S4_180124_317_E01,31.3358838,9.276535574
F1S4_180124_317_F01,8.254841132,13.21198056
F1S4_180124_317_G01,32.10764224,12.23521305
F1S4_180124_317_H01,32.00391585,8.403231846
F2S4_160201_001_A01,-28.07166148,15.76536127
F2S4_160201_001_B01,9.241658959,20.95582578
F2S4_160201_001_C01,-27.88469787,17.98796349
F2S4_160201_001_D01,-7.876645801,30.37289239
F2S4_160201_001_E01,-33.97065862,21.86596674
F2S4_160201_001_F01,-28.20140414,-2.878481145
F2S4_160201_001_G01,-34.03376286,22.22121461
F2S4_160201_001_H01,26.59890473,-9.258027098
F2S4_160201_002_A01,-32.22221574,17.62653494
F2S4_160201_002_B01,14.98899192,-6.367867421
F2S4_160201_002_C01,-36.69437289,13.32001265
F2S4_160201_002_D01,28.74657883,8.17318218
F2S4_160201_002_E01,-37.07424646,16.71283766
F2S4_160201_002_F01,-16.25684381,14.17400801
F2S4_160201_002_G01,-33.72018738,27.23392893
F2S4_160201_002_H01,-25.19633884,26.36026948
F2S4_160201_003_A01,-16.26854835,27.37694139
F2S4_160201_003_B01,-32.22612565,13.6810277
F2S4_160201_003_C01,-36.10758147,18.0684231
F2S4_160201_003_D01,-28.63679211,19.70358769
F2S4_160201_003_E01,-20.34624118,33.47158026
F2S4_160201_003_F01,-27.49552469,20.42986616
F2S4_160201_003_G01,-28.08783416,23.08727424
F2S4_160201_003_H01,-15.82132855,12.5885287
F2S4_160201_004_A01,-22.84276093,31.35477964
F2S4_160201_004_B01,-13.60122729,31.89035334
F2S4_160201_004_C01,-10.89603694,-34.03630357
F2S4_160201_004_D01,-27.28480084,18.47049884
F2S4_160201_004_E01,-26.9401155,29.42950664
F2S4_160201_004_F01,3.877696606,33.36956478
F2S4_160201_004_G01,-18.84804106,10.68926038
F2S4_160201_004_H01,-16.72826305,16.6679882
F2S4_160201_005_A01,-23.39253237,18.05525457
F2S4_160201_005_B01,-32.50460028,22.4364913
F2S4_160201_005_C01,0.996051157,2.775312041
F2S4_160201_005_D01,-16.59710282,21.12029408
F2S4_160201_005_E01,-33.38341028,17.14830669
F2S4_160201_005_F01,8.045314962,0.615741795
F2S4_160201_005_G01,-32.21382232,3.287786992
F2S4_160201_005_H01,1.300237874,6.943043664
F2S4_160202_001_A01,25.96203702,-8.226013715
F2S4_160202_001_B01,-21.75619124,29.25767642
F2S4_160202_001_C01,-30.69781056,16.71439064
F2S4_160202_001_D01,-20.79489973,-7.933212561
F2S4_160202_001_E01,-24.46996616,31.05150744
F2S4_160202_001_F01,26.6015674,-7.989321092
F2S4_160202_001_G01,9.654450361,11.94773757
F2S4_160202_001_H01,-20.30902657,30.40396877
F2S4_160202_002_A01,-21.41490508,18.32222953
F2S4_160202_002_B01,-13.82462844,26.87453441
F2S4_160202_002_C01,-22.9246734,10.70320043
F2S4_160202_002_D01,-22.3221959,19.68387313
F2S4_160202_002_E01,24.77337458,-9.303851682
F2S4_160202_002_F01,11.15168004,6.455524782
F2S4_160202_002_G01,-1.82788205,13.67886311
F2S4_160202_002_H01,18.8500008,5.567306585
F2S4_160202_003_A01,-26.81527987,20.37352965
F2S4_160202_003_B01,-10.02686032,22.7883289
